field,geography,year,dataType,nMissing,fractionMissing,isMedian,isTotal,isHousehold,isFamily
x2013_Census_six_languages_total_responses_11_for_the_census_usually_resident_population_count_1_Total_people, Region,2013, Int64,0,0, false, true, false, false
x2001_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Maori_Descent, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_Maori_descent_for_the_census_usually_resident_population_count_1_No_Maori_Descent, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Don_t_Know, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Total_people_stated, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_14_, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Total_people, Region,2001, Int64,0,0, false, true, false, false
x2006_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Maori_Descent, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_Maori_descent_for_the_census_usually_resident_population_count_1_No_Maori_Descent, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Don_t_Know, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Total_people_stated, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_14_, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Total_people, Region,2006, Int64,0,0, false, true, false, false
x2013_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Maori_Descent, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_Maori_descent_for_the_census_usually_resident_population_count_1_No_Maori_Descent, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Don_t_Know, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Total_people_stated, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_14_, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_Maori_descent_for_the_census_usually_resident_population_count_1_Total_people, Region,2013, Int64,0,0, false, true, false, false
Code_1, Region, ode_, UTF8String,0,0, false, false, false, false
Description_1, Region, escr, UTF8String,0,0, false, false, false, false
x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_No_Religion, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Buddhist, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Christian, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Hindu, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Islam_Muslim, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Judaism_Jewish, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Maori_Christian, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Spiritualism_and_New_Age_Religions, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Other_Religions, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Object_to_Answering, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Total_people_stated, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_3_, Region,2001, Int64,0,0, false, true, false, false
x2001_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Total_people, Region,2001, Int64,0,0, false, true, false, false
x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_No_Religion, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Buddhist, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Christian, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Hindu, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Islam_Muslim, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Judaism_Jewish, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Maori_Christian, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Spiritualism_and_New_Age_Religions, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Other_Religions, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Object_to_Answering, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Total_people_stated, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_3_, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Total_people, Region,2006, Int64,0,0, false, true, false, false
x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_No_Religion, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Buddhist, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Christian, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Hindu, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Islam_Muslim, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Judaism_Jewish, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Maori_Christian, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Spiritualism_and_New_Age_Religions, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Other_Religions, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Object_to_Answering, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Total_people_stated, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Not_Elsewhere_Included_3_, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_religious_affiliation_total_responses_2_for_the_census_usually_resident_population_count_1_Total_people, Region,2013, Int64,0,0, false, true, false, false
x2006_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Regular_Smoker, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Ex_Smoker, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Never_Smoked_Regularly, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_5_, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2006, Int64,0,0, false, true, false, false
x2013_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Regular_Smoker, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Ex_Smoker, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Never_Smoked_Regularly, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_5_, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_cigarette_smoking_behaviour_4_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2013, Int64,0,0, false, true, false, false
x2001_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Married_not_separated_, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Separated_divorced_or_dissolved_widowed_surviving_partner_6_7_8_, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_legally_registered_relationship_status_for_the_census_usually_resident_population_count_aged_15_years_and_over_1_Never_married_and_never_in_a_civil_union, Region,2001, Int64,0,0, false, false, false, false
